,Wikipedia_features,wikipedia_featurs_No,twitter_features,twitter_featurs_No,kaggle_features,kaggle_featurs_No,youtube_features,youtube_featurs_No
9585,must die,3.2142508066269317,yr old,1.151301401922503,keith,0.5329498744438005,15 years,0.7179107189431893
9586,retarded your,3.1383272599685217,us has,1.1510818947691384,cows,0.5325455322534315,please give,0.7129616579222241
9587,moron hi,3.1065040977101805,carriepotter_,1.1508965688843034,unacceptable,0.5322672304209143,the kind,0.710878228206293
9588,hi moron,3.105358129882759,rt carriepotter_,1.1508965688843034,an attorney,0.5320729892478399,everyone im,0.7099967081614263
9589,don respect,3.0561711257306325,conversion,1.1508838157260293,u0111 u01b0,0.5303867031070504,feedback,0.7077668099049205
9590,blank your,3.02642173756038,spiritual,1.1507706274319678,of justice,0.5302847382659249,however if,0.7071916456975972
9591,cougar you,2.995172105588437,muslims murdered,1.150607977421652,foxnews,0.5286330775836051,staff,0.7057180009723467
9592,jim wales,2.966799837478295,so thinking,1.1503750685056409,xa0 these,0.528433850872281,power to,0.7055871636148755
9593,sucks cocks,2.956451742984293,because people,1.1501977768183531,whites and,0.5273672530007434,angels,0.695782033324859
9594,your dickhead,2.90378076092147,dropping,1.1496252911517757,no good,0.5268231348862369,leute,0.6894858107965366
9595,up shut,2.891891338587412,food on,1.149344713596131,ultimately,0.5252122640902968,yous,0.6890620367723033
9596,is smart,2.8460208716817683,retracted,1.1492884122636842,tools,0.5241640072071286,will appear,0.6854629763765634
9597,hi wikipedia,2.799340609919003,islamophobia is,1.1491398147977219,mr obama,0.5240744614885466,has done,0.6823224996113172
9598,over 9000,2.794072072820448,ego,1.1489988144471366,accepting,0.5225522671068484,dream of,0.682313525171444
9599,uu,2.7823787439361154,to happen,1.148880643984396,within the,0.5223555687202059,austria,0.6806412962244149
9600,wikipedia loves,2.7776807759077693,got an,1.1488405390106569,fees,0.5219377781669722,know not,0.678186765277874
9601,cocksucker you,2.775168297554805,to afford,1.148805982717289,liberal democrat,0.5215517966628918,demo,0.6759497260177735
9602,dickhead your,2.699018431783678,3rd,1.1487376691033735,xa0 even,0.5213346104946849,watch xxrh5ne7xws,0.6753630989625983
9603,re bastard,2.6882650218383293,get in,1.148615843301377,done to,0.519675094675624,government is,0.6750848946221977
9604,fggt,2.6710611163414466,rt coldkurd,1.1484407327703168,to want,0.5192909903474593,the market,0.6713959357674272
9605,are fggt,2.6710611163414466,tonight because,1.1472421446502514,xe1c,0.5185427755981166,name will,0.6694995899080189
9606,forever if,2.665483029552964,to announce,1.147168035154137,u1edf,0.5143865432790702,sara,0.6628763284642188
9607,fggt do,2.6641395700905957,here for,1.1470552469430142,of xc2,0.5138498000045855,music industry,0.6619696193054964
9608,stop my,2.629233645376735,request,1.145894109774363,threatened,0.5138415394701965,luck and,0.6617160327986763
9609,shit shit,2.6236204495958666,somersert,1.1458518201667751,quo,0.512472261093867,take look,0.6598322738569943
9610,post with,2.569999073658112,somersert cdnkhadija,1.1458518201667751,status quo,0.512472261093867,welfare,0.6514753052858638
9611,sucks dick,2.5243992312757584,zahoorgorsi,1.1453172569131185,down no,0.5119317473676915,give this,0.6493160995742114
9612,cunt cunt,2.500717864204989,battles,1.144356120714726,u1ea1n,0.5111608664333541,on ellen,0.6469465337674019
9613,and ruining,2.4695450586169474,have good,1.1441905005299178,involves,0.5106736039008197,nearest,0.6419784474867822
9614,gay am,2.459471679775959,clear that,1.1441564356652405,sao,0.5095170611874102,la mejor,0.6416189214189718
9615,is homo,2.4564570002435326,torah,1.1435484913108502,governor of,0.5093636645550861,as do,0.6398695760082099
9616,me come,2.419422303711832,give shit,1.1434600422991452,enforce,0.5086662953022654,citizen,0.6384836289724517
9617,suck suck,2.4170050524096984,edible,1.1434120396346938,cut and,0.5067734003984938,from their,0.6337495015112066
9618,no penis,2.396161662736798,stood,1.1433031722676412,her family,0.5058356750782812,my page,0.6307614538566376
9619,fucker fuck,2.3735534665650437,sex with,1.143056592542674,believers,0.5058270749312581,lana del,0.6291507565545567
9620,asshole this,2.3717645084828414,to pretend,1.1429819171079247,sting,0.5051666778897179,88,0.6291342399697524
9621,latinus,2.356799487028004,stupid comment,1.1428901803477594,but his,0.5038715820370934,so everyone,0.6278154230466977
9622,teabag,2.3363247881253253,ezidis and,1.142437758594566,sector,0.5034405358711145,heechul,0.6220173518522983
9623,an oxymoron,2.332139003394786,have lot,1.1423974510717778,u1ea7n,0.5029823949615131,videos go,0.6212098524618066
9624,is moron,2.331851103030953,for someone,1.1423822243371493,u064a,0.502486489891978,too hate,0.6127452432969587
9625,hanibal911you,2.31321804580012,the filth,1.1423173299858205,abraham,0.5018908569908063,heechul heechul,0.6111891465615517
9626,hanibal911you re,2.31321804580012,rico_hands semzyxx,1.1420476320877115,her time,0.5018650558280537,way can,0.6049170509267155
9627,bastard pro,2.3127672772621164,is absurd,1.1420310070483373,use their,0.5016341699441705,la la,0.5993021017507874
9628,pro assad,2.3127672772621164,muslims believe,1.141763211589979,dual,0.5004092222358437,bark,0.5985208210346377
9629,romney is,2.3024464311562607,to ride,1.1416507304077643,nthese,0.4985830864980234,singing to,0.597734944497963
9630,heil hitler,2.238634852160875,baghdadi will,1.141602075264076,after being,0.4984955638867274,is go,0.5959994493383677
9631,dick faggot,2.131148372718218,has an,1.1413109121928504,mouth xa0,0.4980108361742818,patient,0.5908581820492258
9632,desu,2.0313218409957683,war of,1.1413084288401194,things are,0.4978870731993443,of bad,0.5896106765340734
9633,fucking get,2.02381177807443,rebuild,1.1412102173008691,mitch,0.4973329081779585,tortured,0.5866050822231528
9634,mothjer,2.005334112909148,by daesh,1.1410320022114415,as someone,0.4972565555189203,f6,0.5853010613973155
9635,are mothjer,2.005334112909148,from last,1.1409790888601952,the private,0.4957851221591578,press f6,0.5853010613973155
9636,mothjer fucker,2.005334112909148,few years,1.1409249587812482,kh xf4ng,0.4956872492151805,for god,0.578755609978443
9637,fucker cocksucker,2.005334112909148,rt harikondabolu,1.140902732148028,belly,0.4948229034565378,dont read,0.5762546594828458
9638,lifetime ban,1.9970418410550337,my family,1.140809434376384,u1ebft,0.4946074143408514,143,0.574240651558121
9639,suck me,1.9946761440707463,tummala82 indyvoices,1.1407377672952177,feedback,0.4927912388374485,minzy minzy,0.5736068524125413
9640,information right,1.9505203996753335,genocide against,1.140614388237163,scripture,0.4902137305955706,bit ly,0.5632576382014202
9641,hate hate,1.9224978070672345,us the,1.1406019076297838,xa6 xe2,0.4899987079561308,rs,0.5626373945005311
9642,threads and,1.879718329424857,blab,1.140198053166785,manager of,0.4896824255365215,motor,0.5589929027150478
9643,live anonymous,1.8661123646006332,to insult,1.13969141671051,rick santorum,0.4879572608337234,the nearest,0.5579647802810181
9644,philippineslong,1.8636966098972252,clever,1.1396358005809042,months in,0.4871810975074293,zimmerman,0.5530832191592706
9645,anonymous philippineslong,1.8636966098972252,think ve,1.1391051271858927,who see,0.4867871377382523,for they,0.5518378704993983
9646,philippineslong live,1.8636966098972252,speaker,1.1383327890405417,convicted of,0.4865567272730448,believe the,0.5490781297294411
9647,ass nigga,1.8567840139066412,squat,1.1383165038347818,but most,0.4844729065335046,boom boom,0.5489284975959443
9648,assad hanibal911you,1.856261945999805,salon call,1.1382727164026676,mountain,0.4837000731547634,starve,0.5438322246026034
9649,all fuck,1.853832922723536,call racism,1.1382727164026676,appearance,0.4835329154905895,escuchar,0.5395705580631109
9650,homo like,1.8424156835044505,stacks,1.1382506289250616,care and,0.4831415762412391,this cause,0.5360391402998008
9651,like mitt,1.8424156835044505,exterminate israel,1.1378165226946806,reply xb7,0.4826116992463969,mild mild,0.5325837619368279
9652,nigger you,1.8342233196303541,sold out,1.1378128959321292,quote xb7,0.4826116992463969,the officer,0.5317950910428009
9653,mamas,1.830770732278628,go bacon,1.1360346620183637,right of,0.4817691115075389,im 15,0.5316396626260307
9654,misterwiki,1.7780589125539086,bacon my,1.1360346620183637,principles,0.4777636377201407,appear on,0.5230506713054904
9655,9000 over,1.753909905346679,heart mkr2015,1.1360346620183637,plutocrats,0.4758836792309698,elite,0.5230239899076513
9656,fuck down,1.7306622512260346,if fried,1.1360346620183637,to actually,0.4728518273999521,of ram,0.5221419747837053
9657,buttsecks,1.694863978439011,fried http,1.1360346620183637,politics and,0.4709851258435385,in youtube,0.512517646665183
9658,fuck bitches,1.6933308101415883,at time,1.1357190903039758,xe1i,0.4698256830976393,amigo,0.5120649486852252
9659,niggers and,1.6801679077143992,be murdered,1.135595968524524,u0639,0.4696705828932395,page and,0.5100304213783756
9660,will blank,1.6553715868003651,sanctimonious,1.1354072467178624,hillary clinton,0.4696373976080202,67,0.501186699780861
9661,care dont,1.6485355110818931,two teams,1.1350330119360343,sgk,0.4696338519109226,do want,0.4987543517383851
9662,bastered,1.6388382945599391,sample,1.1344421494346653,partisan,0.46588437837135704,212,0.491375634643753
9663,camels,1.6345507909510617,she just,1.134344644491392,opponents,0.4645377153473941,faction,0.4910157607528192
9664,wanker wanker,1.6198349830921888,roostrwoodstock,1.1342235518486583,han,0.4617009189375226,hot girls,0.4896892883543583
9665,supertr0ll,1.6132176973452823,enalolena,1.1342235518486583,most important,0.4612721631596857,singular,0.48422479148470393
9666,bradbury,1.6022803171176403,roostrwoodstock enalolena,1.1342235518486583,packed,0.4598044461805809,could happen,0.4836707018543266
9667,stupid nigger,1.5555180589748876,next season,1.1335439198388821,kansas,0.4590833565725894,designed,0.4829656454608692
9668,poop poop,1.5493561679980048,no right,1.1333321110274184,the falklands,0.458745032083345,watch our,0.4779232048501349
9669,fire this,1.5351573970162304,murdering muslims,1.1332692825248405,sexuality,0.4583077227007482,your help,0.4700016321771362
9670,is bollocks,1.5052439341212764,at times,1.1331829493860621,milwaukee,0.4576433650038326,boy with,0.4687615443900132
9671,said block,1.488635620429598,up by,1.1331224657216636,shar,0.4548823571761982,happen the,0.4645402515928185
9672,like jews,1.4814117926480417,riding,1.1327790256176962,http shar,0.4548823571761982,is waiting,0.4626720788606993
9673,fack,1.4219403403275992,says it,1.1314049773321648,shar es,0.4548823571761982,bloobidy,0.4549715478208535
9674,okay is,1.405417762683007,for harassment,1.1313701779880747,xe2n,0.4546383678498531,her sing,0.4548538227539932
9675,still post,1.3759816826636424,same way,1.130879386207994,possession,0.4546193642547386,bloobidy bloobidy,0.4515298099284569
9676,nipple nipple,1.366339114030059,has ever,1.1306428420330208,candidate for,0.454539210821497,and vote,0.4414706835781104
9677,your pussy,1.3556780750682234,still has,1.1305681703035764,grasp of,0.4544202095146386,doo doo,0.4390769848514994
9678,idiot idiot,1.3523353746946765,irrational,1.130251445726666,xb4,0.4496373206320091,politician,0.43899767570400827
9679,weezer,1.3191612181027472,become the,1.1302482229928597,cycle,0.4491688134646253,become singer,0.43692351760334014
9680,desu desu,1.3172800707829682,assholes like,1.1299587137466531,show it,0.446690833549294,videos please,0.4347925253461825
9681,nigga nigga,1.3084564196858963,be made,1.1298250584351877,power of,0.4447488913912724,singular singular,0.4336596864289938
9682,is commodity,1.2931064932660807,etsho127 pawarnhoff,1.1289422349797449,conversion,0.4445437573664484,miss out,0.4327072768112757
9683,mangina,1.2653238606278876,the butcher,1.1289024870960682,associate,0.44274577702627305,support this,0.4256476432619568
9684,bastered you,1.2636941515618654,told that,1.1286688250472283,proposal,0.44073712246556784,thumps,0.4242094432012163
9685,and pussy,1.2631290703057507,ever be,1.128292627416153,u03dfc,0.4383121534786233,repost this,0.4170970341333236
9686,cock wikipedia,1.2573201979306723,caliphfaggoti,1.1272095632826895,u03dfc shock,0.4383121534786233,watch watch,0.4169586523104679
9687,bum bum,1.2209409225262742,chemical weapons,1.1269931262835242,forms of,0.4377152155007233,woman she,0.4146011803014653
9688,jew fat,1.211752576553507,times the,1.1268140843612806,collective bargaining,0.436521306164493,fkin,0.41389514365424784
9689,fat jew,1.2107843732891015,followers to,1.1267899372673185,occupiers,0.4359698242872765,communism,0.4115782755254492
9690,cock suck,1.2087785847908201,spacekatgal it,1.1266579975134807,of modern,0.4323107497301957,the star,0.4058049109488136
9691,notrhbysouthbanof,1.2076375466274871,proof of,1.1258538450470514,x81,0.4305030004756656,be known,0.4047958423015355
9692,notrhbysouthbanof sucks,1.2076375466274871,muslims microbrain,1.1254004271507898,six months,0.4288942379682517,eye sex,0.4020929382042011
9693,cocks notrhbysouthbanof,1.1973627720184579,mosul was,1.125218690536493,scandals,0.4280558995955999,sex eye,0.3969312631873416
9694,removing edits,1.1745702013067565,have taken,1.1250782920138098,u1edbc,0.42783745906352977,capitalism,0.3963799892234822
9695,is nigger,1.1728609124786649,bullshit they,1.1250127194327255,u01b0 u1edbc,0.42783745906352977,am one,0.3952283179923479
9696,unblock shannon,1.1548381709628626,murdered for,1.1250034042977581,lie to,0.425478413107854,ces,0.3859438440235854
9697,shannon unblock,1.152326639993465,dozens of,1.1242716999193512,don xe2,0.4242320903841032,girls watch,0.378849782599749
9698,has mangina,1.151648806466826,to wiki,1.1241974245520892,n6,0.42123191888341627,some feedback,0.3788316751608779
9699,mangina has,1.1502144278688815,god that,1.1239834729302511,ip,0.4211884136479429,sht,0.3774324228006489
9700,moron in,1.1376586672027356,want them,1.1236827639909681,but was,0.42027285219914706,dream to,0.3677689272358297
9701,yourselfgo,1.1179034463241302,back the,1.1230765287132587,u2026 xb4,0.4202728366233068,be easy,0.3661300238161962
9702,fuck yourselfgo,1.1179034463241302,hiding behind,1.122753678598242,xaf u2026,0.4202728366233068,young woman,0.3658102078524562
9703,yourselfgo fuck,1.1179034463241302,individual,1.122617194347814,own words,0.4195605616138176,ree,0.3655400985745274
9704,fuck niggas,1.117369905349138,soviets,1.1226041834457523,absorbed,0.4194685053841901,for love,0.3617491678430865
9705,of ytmnd,1.0887417692877412,chanting,1.1223431365928271,self absorbed,0.4194685053841901,nwo,0.3612422003920477
9706,guys love,1.0884729769491266,twitter handle,1.1221676898521444,xe3 x81,0.4192412193316692,thumps up,0.35797213086690843
9707,ytmnd in,1.0749370450009286,because so,1.1218476746156585,khi,0.4167923404461863,her channel,0.35655490728675354
9708,bullshit bullshit,1.065411319701835,in east,1.1218429473329399,prosperity,0.4154564263394448,peoplesearch,0.3539399860443652
9709,super gay,1.0566099303280816,as result,1.1211436843297735,u0111i,0.4134572518245983,swilon,0.3539399860443652
9710,penis fuck,1.05460340987501,fygm culture,1.1208503767235087,xf9ng,0.4123523365504989,peoplesearch in,0.3539399860443652
9711,tommy2010,1.052471173297358,mohammed owned,1.1207290402992764,spirit,0.410490401944041,video swilon,0.3539399860443652
9712,fuck misterwiki,1.051067419117624,as we,1.120632150205185,payments,0.4103528333036878,swilon o_o,0.3539399860443652
9713,misterwiki you,1.0483712875015163,haram,1.1202301715548206,n17,0.4099416149922545,with youtube,0.35264621540423163
9714,fucking cocksucking,1.0215680159173637,boko haram,1.1202301715548206,growth,0.4088355552633915,o_o peoplesearch,0.3524842628243967
9715,cocksucking admins,1.0215680159173637,biebervalue what,1.1197792891370604,billionaires,0.4059502370765703,singing or,0.35201403461935155
9716,admins eat,1.0215680159173637,truaemusic the,1.119357673752583,capital punishment,0.4057631923635676,advocating,0.35119205952130494
9717,shit cunts,1.0215680159173637,ruderzz,1.1193254275404356,xecnh,0.4057283589200473,old boy,0.3511201008453245
9718,arse takes,1.0209671485563905,provocation,1.1192369731994063,illegals good,0.4049038717030043,the slave,0.34558131659215285
9719,what bloody,1.018210217592897,so when,1.1192053800233854,u01b0ng,0.3965708021745159,qx_cxn6prpchot,0.3397589530722657
9720,cunts fucking,1.0177680137294418,your lies,1.1190816494553983,counts of,0.3941304802384264,watch qx_cxn6prpchot,0.3397589530722657
9721,and minorities,1.0015694655772691,should do,1.1187112370765462,nwhich race,0.3928821207437119,qx_cxn6prpchot girls,0.3397589530722657
9722,mongo mongo,0.9921880389652912,figuring out,1.1183775420156992,u1ea1i,0.39255406185238456,lawyers,0.3331306262125573
9723,my lick,0.9882432009301672,cleric,1.1183293708701438,u1ec3,0.3912458803023681,tori,0.3250016025042738
9724,lick you,0.9868812737199479,saudi cleric,1.1183293708701438,xa0electr,0.3903839229917477,quieres,0.32481412036656954
9725,is weezer,0.9820219768019862,assertion,1.1183006098725383,shock xa0electr,0.3903839229917477,si quieres,0.32481412036656954
9726,weezer okay,0.9820219768019862,be bad,1.1180122242177777,xa0electr u03dfc,0.3903839229917477,cover artist,0.3216864844775423
9727,diego california,0.978494590065338,focus on,1.1177194433084532,masses,0.3861966359422263,ses,0.3202055221512406
9728,friggen,0.974635006450624,in black,1.1169931350002256,x99m,0.3853770747420363,of boyfriend,0.3188963004415498
9729,you bastered,0.973540172430932,to switch,1.11699194820905,x80 x99m,0.3853770747420363,emperor,0.3177324969107043
9730,arrest me,0.9616138126022764,want us,1.116698497929247,343,0.3845076910922345,lords,0.31250347488799546
9731,why mongo,0.9557470043625692,the holocaust,1.116376173502085,dual nationality,0.3842553457759512,bankers,0.3106933585502302
9732,vandalism rules,0.9537272216890902,warraq,1.1163175460317674,secretary of,0.3818006222332161,biggest fans,0.3054649984403312
9733,bastered bastered,0.948373206034946,read ibn,1.1163175460317674,th xec,0.3804529174225197,creates,0.2984126621726094
9734,faggot thanks,0.9461969692864188,ibn warraq,1.1163175460317674,vicious,0.3797126345644161,ruthless,0.296657053972866
9735,bot fuck,0.9399037054087548,fact the,1.1156889214211716,indicted,0.3792722768166635,about singing,0.29454702730996285
9736,hey like,0.9340888945616076,shelled,1.115611553053219,xf4i,0.37927221696379537,url,0.2922313614089758
9737,cccccc,0.9124558370729644,to ignore,1.1153307486876056,mrzlgv,0.3791311013110911,hey everyone,0.2911950628166123
9738,mother ass,0.9093466888570344,greenlinerzjm tell,1.1153285244022686,ly mrzlgv,0.3791311013110911,starve to,0.29014459959699024
9739,homo sexual,0.9061550666626491,token,1.1150176661126034,nuser,0.3785158377402705,ko je,0.2885446976491026
9740,rvv it,0.902860712158902,tweeting at,1.1148465196062776,nuser id,0.3785158377402705,qx_cxn6prpc,0.2883785696694286
9741,you atheist,0.8883625485742901,the filthy,1.1146497981859382,id http,0.3785158377402705,watch qx_cxn6prpc,0.2883785696694286
9742,anthony bradbury,0.8867180802384207,refuses,1.1144737961780096,http sportsnation,0.3785158377402705,love has,0.28749166236028323
9743,do wtc,0.8812541066694357,refuses to,1.1144737961780096,xb7 like,0.3785158377402705,this young,0.2863997162312033
9744,wtc why,0.8812541066694357,still waiting,1.1139370636287829,like xb7,0.3785158377402705,been given,0.2856281102415858
9745,fffff,0.8798542308190964,my friend,1.1137271389700634,fr,0.37590797541733456,de todos,0.27382139440356784
9746,bitches fuck,0.8752889624151754,says to,1.1137151567484314,energy conversion,0.3738793743104187,has potential,0.27330688006339665
9747,wiki raid,0.8620794164845882,by all,1.1130204007226947,conversion devices,0.3738793743104187,course your,0.2670219513220597
9748,off jewish,0.8590554790714289,everyone that,1.112809446577005,u1ee3c,0.37383319023221134,it barely,0.26229920439050763
9749,ullmann,0.857743803840803,but how,1.112369513060918,u01b0 u1ee3c,0.37383319023221134,terrorism,0.2608129181416026
9750,robert ullmann,0.857743803840803,be really,1.1117351879504995,0bama,0.3727970559111672,te va,0.2597457705429058
9751,ullmann sucks,0.857743803840803,so where,1.11164233425293,predict,0.3721173156133859,qx_cxn6prpc hot,0.2583229721060933
9752,rape rape,0.8544998185715977,show you,1.1116031223577878,am anti,0.370788223145226,anarchy,0.24625903356365125
9753,bradbury sucks,0.8533855381944406,prophet and,1.1115900178766047,rite,0.368683858085725,her biggest,0.24463654254437495
9754,eats shit,0.8533855381944406,quran it,1.1112886087921443,u1eb7c,0.3674982955441633,and happiness,0.24361541297589065
9755,mongo tell,0.8452994521232127,stop it,1.1112226015253062,u0111 u1ec3,0.3674982955441633,were always,0.2415138057731941
9756,freedom freedom,0.8424638866846762,in just,1.1107554600504794,u1edbi,0.3669240735227326,f0url0c0s4,0.2394870175810028
9757,floss,0.8374697346933389,claims that,1.1105966654600394,in prison,0.3663790951531623,2012 2012,0.2371456139840609
9758,fish fish,0.8348578095731326,aware of,1.1101905367743603,xa9,0.3643147076126305,comment thumps,0.23509520474244705
9759,and arrest,0.8324707267784649,eastern,1.1101815831998179,u1ea3i,0.3642911343581806,dictators,0.2323520013298029
9760,fool what,0.8298967696516999,in europe,1.1094237254974613,petition,0.36426496971347694,or enjoy,0.22752111776223066
9761,ass ass,0.8280622817813736,stupidity of,1.1087484088330235,u0111 xf3,0.3618317014211804,poorly,0.2239889922655984
9762,gayfag,0.8160400985125217,show that,1.1086483980051929,claims to,0.3583615857007463,boyfriend out,0.22241808013537345
9763,faggots faggots,0.8120385575773327,never more,1.1083442383766178,nh u01b0,0.35759468358880786,feedback ve,0.22241265632490853
9764,terrorists terrorists,0.7949698984269502,gbabeuf newscoverup,1.1078870823288829,his stats,0.35365147550835657,never sang,0.22241265632490853
9765,love chicken,0.7889710084036261,realized that,1.1072583959427638,congressman,0.3531901224420447,sang before,0.22241265632490853
9766,chicken rice,0.7889710084036261,mohammed raped,1.1066417522427747,fined,0.3531135943900994,cover at,0.21981990586937927
9767,rice hey,0.7889710084036261,beheading gays,1.1064709548997984,unnatural,0.3520177885705048,much hey,0.21333483179870247
9768,useless bot,0.7841956685360827,follows the,1.1064455719481097,hate filled,0.3516648005291748,my live,0.21299643734351167
9769,boobs boobs,0.7836625799984528,vileness of,1.1061936719554413,n7,0.3496021284508323,im david,0.20967380148798764
9770,oxymoron is,0.7802903763491951,her that,1.1061077517790348,u1ebfn,0.34837732090182977,songwriter,0.20595394828274985
9771,vomit vomit,0.7777554546472003,muslims do,1.1046834597540869,ph u1ea3i,0.3474419548299086,joy and,0.2049241160038092
9772,freezer,0.7720025226582345,relative,1.104295011437591,x82,0.3463046967398729,channel called,0.20454341945254476
9773,kk,0.7630114249182818,contacting,1.1033139895095254,state senator,0.3461688505022952,called f0url0c0s4,0.20454341945254476
9774,am bad,0.7496438529960547,civilian,1.1031203438987798,in wisconsin,0.34331459645058776,f0url0c0s4 it,0.20454341945254476
9775,abusing power,0.7471659786900089,trader caravan,1.102246621118338,mrzlgv http,0.3414758066050109,barely starting,0.20454341945254476
9776,chula,0.7346598154997742,chechens,1.10189253884107,u01a1,0.3404657949815721,starting out,0.20454341945254476
9777,computer said,0.7346598154997742,prophet was,1.1013421285092762,the changes,0.34009955641041445,potential youtube,0.20454341945254476
9778,me san,0.7346598154997742,bakr,1.1011812606035072,x9d xe2,0.33966919185929884,user f0url0c0s4,0.20454341945254476
9779,california chula,0.7346598154997742,examples,1.1009804295576295,xb4 xaf,0.3379998946625065,f0url0c0s4 featured,0.20454341945254476
9780,chula vista,0.7346598154997742,unaware,1.100940544761006,xb4 u2026,0.3379998946625065,featured hey,0.20245984431989086
9781,vista fucking,0.7346598154997742,in afghanistan,1.1008447631209743,cu,0.3376063116068715,advocating for,0.1988369599628156
9782,teabag teabag,0.7346354164469467,bush,1.1006579055153538,profits,0.3368839983155043,is joy,0.1962435185485537
9783,me suck,0.7344197270182524,my car,1.100615013874997,didn xe2,0.3367640150332952,happiness the,0.1962435185485537
9784,right faggot,0.7339867252447778,thing in,1.1005559677498102,of false,0.33533807102922936,it pass,0.1962435185485537
9785,faggot shithead,0.7339867252447778,the cost,1.0999419850272787,x80 x99,0.3332418601102623,pass you,0.1962435185485537
9786,nikko,0.7333831156030717,raped by,1.0996319297797732,u1edfi,0.3331449162208426,is patient,0.1962435185485537
9787,shithead can,0.7303282831905898,can leave,1.0995572762231849,hurtful,0.3328603204971451,patient it,0.1962435185485537
9788,penis have,0.7235672870426727,if muslims,1.0995032866941776,u01b0a,0.33242657721192026,attention of,0.19245640185147175
9789,fan 1967,0.7210794092006405,to hell,1.0994456479606187,fleabagger,0.33020835511057195,worst is,0.18566391458621773
9790,buttsecks buttsecks,0.7191411902178249,spiteful,1.0989918661202374,that xe2,0.3301053053386284,busca,0.17892039430914208
9791,freezer freezer,0.7182365671550958,had an,1.0987563146412107,xe3 x82,0.3281869054244261,victim and,0.1780647112941266
9792,yourself kill,0.7100302693290518,remember that,1.098551857043601,kristen,0.32812727721869683,manipulative,0.17539064290397804
9793,watching wiki,0.7088645082075379,as their,1.0984095150036013,departments,0.3268915226955542,and poorly,0.17499324303614933
9794,offfuck,0.7061438131175378,to heaven,1.0975218806857183,xc3 xa9,0.3239081341379244,is war,0.16737125585433404
9795,offfuck offfuck,0.7058585661972386,scum like,1.0973384166053262,documents,0.3238418145416317,rulers,0.1602939786041906
9796,fucksex,0.7057080764456873,asks,1.0966392596189514,ho u1eb7c,0.32369437007170376,inequality,0.15484289173440907
9797,fucksex fucksex,0.7055558673660783,goal,1.09560870998323,u1eef,0.316293105875304,dollface4111,0.14566901702272986
9798,criminalwar,0.7052290871406854,stuff that,1.0952673623683506,illinois,0.3083885782616481,here advocating,0.14566901702272986
9799,criminalwar criminalwar,0.7048472197397678,be too,1.0948829174243504,u1ed5,0.3076919512403488,for young,0.14566901702272986
9800,are pigs,0.7034605428381827,be funny,1.0948415608615936,u1ed9t,0.3046829965569803,young upcoming,0.14566901702272986
9801,page shall,0.6964158559622612,his men,1.0945053400560505,font size,0.3031824206631806,upcoming singer,0.14566901702272986
9802,ass piece,0.6938716211131815,chaeronaea,1.0944402248898104,line height,0.3031824206631806,singer songwriter,0.14566901702272986
9803,admin bad,0.6931553013274804,ass off,1.0944158465461542,christians have,0.3020694103404233,cosmopolitan,0.137141437850629
9804,hate niggers,0.6878780313526772,turn the,1.0944157704075814,xf4,0.30164521241072323,naslovnoj,0.13458975136203946
9805,rules vandalism,0.6834030555318703,feardept no,1.0943229580209666,reforms,0.3012474184577592,pure energy,0.13458975136203946
9806,penis small,0.6689275339875815,exterminate them,1.0937833524419398,u1ed9c,0.3003690554829873,je na,0.13458975136203946
9807,shit anthony,0.6511611906463604,real name,1.0936777797244313,admitted to,0.2977434057596098,na naslovnoj,0.13458975136203946
9808,faggot huge,0.6441233672538574,or hadith,1.0934642595420443,ng u01b0,0.2970774317098073,posle,0.13184888397725195
9809,wales must,0.6338364931494747,been liberated,1.093250193939885,u0111 xe3,0.2945328092635229,stranici,0.13184888397725195
9810,gay super,0.6262633931439475,threat to,1.0931923790670492,helvetica,0.2933877656300353,februarskog,0.13184888397725195
9811,cocksucking piece,0.6229794402391151,inhuman religion,1.0927953643813568,serif,0.2933877656300353,comopolitan,0.13184888397725195
9812,noes oh,0.6179952854631968,since 11,1.0926838015960216,12px,0.2933877656300353,pogadjate,0.13184888397725195
9813,fucking in,0.6169449863706842,hadiths are,1.092450007879187,15px,0.2933877656300353,zar,0.13184888397725195
9814,pussy want,0.6169449863706842,else and,1.091251076826206,align,0.2933877656300353,ukucajte,0.13184888397725195
9815,want suck,0.6169449863706842,sick and,1.0909752413264189,verdana helvetica,0.2933877656300353,jovanovicuivajte,0.13184888397725195
9816,pussy fucking,0.614963574064708,tune,1.0882587710588705,helvetica arial,0.2933877656300353,jo pure,0.13184888397725195
9817,uuuuuu,0.6143015932627025,neo nazi,1.0881836907426068,arial sans,0.2933877656300353,naslovnoj stranici,0.13184888397725195
9818,die fag,0.613697072226427,but isis,1.0878327499435163,sans serif,0.2933877656300353,stranici februarskog,0.13184888397725195
9819,fag die,0.6136366663406946,entitled to,1.087818320677326,size 12px,0.2933877656300353,februarskog comopolitan,0.13184888397725195
9820,hitler heil,0.6049199894304828,muslim nations,1.0873391424769596,12px line,0.2933877656300353,comopolitan pogadjate,0.13184888397725195
9821,bad egg,0.6017295020621377,can have,1.0870744185139276,height 15px,0.2933877656300353,pogadjate zar,0.13184888397725195
9822,hi raul,0.6013165214493806,so mkr,1.0865716615474734,text align,0.2933877656300353,zar ne,0.13184888397725195
9823,raul hi,0.6006202587752293,responding to,1.085922988400218,align left,0.2933877656300353,ne ukucajte,0.13184888397725195
